INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,VALUE,OPR_INTERVAL,GROUP
2022-08-22T12:10:00-00:00,2022-08-22T12:15:00-00:00,2022-08-22,06,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.59062,3,1
2022-08-22T12:15:00-00:00,2022-08-22T12:20:00-00:00,2022-08-22,06,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,2.25104,4,1
2022-08-22T12:20:00-00:00,2022-08-22T12:25:00-00:00,2022-08-22,06,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,2.30111,5,1
2022-08-22T12:25:00-00:00,2022-08-22T12:30:00-00:00,2022-08-22,06,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,3.14458,6,1
2022-08-22T12:30:00-00:00,2022-08-22T12:35:00-00:00,2022-08-22,06,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,2.98271,7,1
2022-08-22T12:35:00-00:00,2022-08-22T12:40:00-00:00,2022-08-22,06,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,3.0102,8,1
2022-08-22T12:40:00-00:00,2022-08-22T12:45:00-00:00,2022-08-22,06,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,2.60227,9,1
2022-08-22T12:45:00-00:00,2022-08-22T12:50:00-00:00,2022-08-22,06,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,3.36169,10,1
2022-08-22T12:50:00-00:00,2022-08-22T12:55:00-00:00,2022-08-22,06,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,2.09511,11,1
2022-08-22T12:55:00-00:00,2022-08-22T13:00:00-00:00,2022-08-22,06,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0.95271,12,1
