INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,VALUE,OPR_INTERVAL,GROUP
2022-08-22T11:55:00-00:00,2022-08-22T12:00:00-00:00,2022-08-22,05,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-4.31021,12,1
2022-08-22T12:00:00-00:00,2022-08-22T12:05:00-00:00,2022-08-22,06,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-1.5006,1,1
2022-08-22T12:05:00-00:00,2022-08-22T12:10:00-00:00,2022-08-22,06,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-1.37583,2,1
2022-08-22T12:10:00-00:00,2022-08-22T12:15:00-00:00,2022-08-22,06,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-1.35053,3,1
2022-08-22T12:15:00-00:00,2022-08-22T12:20:00-00:00,2022-08-22,06,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-1.91126,4,1
2022-08-22T12:20:00-00:00,2022-08-22T12:25:00-00:00,2022-08-22,06,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-1.95377,5,1
2022-08-22T12:25:00-00:00,2022-08-22T12:30:00-00:00,2022-08-22,06,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-2.66992,6,1
2022-08-22T12:30:00-00:00,2022-08-22T12:35:00-00:00,2022-08-22,06,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-2.53249,7,1
2022-08-22T12:35:00-00:00,2022-08-22T12:40:00-00:00,2022-08-22,06,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-2.55583,8,1
2022-08-22T12:40:00-00:00,2022-08-22T12:45:00-00:00,2022-08-22,06,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-2.20948,9,1
2022-08-22T12:45:00-00:00,2022-08-22T12:50:00-00:00,2022-08-22,06,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-2.85426,10,1
2022-08-22T12:50:00-00:00,2022-08-22T12:55:00-00:00,2022-08-22,06,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-1.77887,11,1
2022-08-22T12:55:00-00:00,2022-08-22T13:00:00-00:00,2022-08-22,06,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-0.8089,12,1
2022-08-22T13:00:00-00:00,2022-08-22T13:05:00-00:00,2022-08-22,07,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-14.55957,1,1
2022-08-22T13:05:00-00:00,2022-08-22T13:10:00-00:00,2022-08-22,07,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-13.94939,2,1
2022-08-22T13:10:00-00:00,2022-08-22T13:15:00-00:00,2022-08-22,07,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-8.31575,3,1
2022-08-22T13:15:00-00:00,2022-08-22T13:20:00-00:00,2022-08-22,07,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-13.21271,4,1
2022-08-22T13:20:00-00:00,2022-08-22T13:25:00-00:00,2022-08-22,07,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-12.52169,5,1
2022-08-22T13:25:00-00:00,2022-08-22T13:30:00-00:00,2022-08-22,07,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-15.62921,6,1
2022-08-22T13:30:00-00:00,2022-08-22T13:35:00-00:00,2022-08-22,07,TH_SP15_GEN-APND,TH_SP15_GEN-APND,TH_SP15_GEN-APND,RTM,MCC,LMP_CONG_PRC,TH_SP15_GEN-APND,ALL_APNODES,0,-27.13562,7,1
